FREQ,Frequency,BORROWERS_CTY,Borrowers' country,TC_BORROWERS,Borrowing sector,TC_LENDERS,Lending sector,VALUATION,Valuation method,UNIT_TYPE,Unit type,TC_ADJUST,Adjustment,UNIT_MULT,Unit Multiplier,UNIT_MEASURE,Unit of measure,TITLE_TS,Series,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2
Q,Quarterly,GR,Greece,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Greece - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GR:G:A:M:770:A,174.1,173.6,175.5,181.9,182.5,183.2,189.8,189.4,190.3,189.7,191,190.1,190,201.3,212.5,221,223.5,221.6,216.9,206.3,196.1,187.2
Q,Quarterly,GR,Greece,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Greece - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:GR:G:A:N:770:A,177.6,176.4,178,179.5,181.5,181.6,187.8,186.8,187.3,184.8,183.3,181.3,181.4,191.7,199.3,205.7,209.6,207.2,202.7,193.6,188.3,181.9
Q,Quarterly,GR,Greece,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Greece - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GR:H:A:M:770:A,60.3,59.5,58.9,58.1,58.4,58,58.5,58.8,58,57,56.2,56.1,56.1,57.7,58.8,59.3,59.1,58.6,56.9,55.3,54,51.9
Q,Quarterly,GR,Greece,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Greece - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GR:N:A:M:770:A,65.5,64.5,63,62.4,61.2,61,60.3,60.5,56.6,55.6,54.6,54.7,55.7,58.3,62.7,65.2,68.2,69.9,67.4,64.9,62.1,61.1
Q,Quarterly,GR,Greece,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Greece - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:GR:P:A:M:770:A,125.8,124,121.8,120.5,119.7,119,118.8,119.4,114.5,112.6,110.8,110.8,111.8,115.9,121.5,124.6,127.3,128.5,124.4,120.2,116.2,113
Q,Quarterly,HK,Hong Kong SAR,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hong Kong SAR - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HK:C:A:M:770:A,388.6,402.4,405.9,414.1,419.5,411.2,398.9,401.6,398.9,404.1,413.5,416.1,433.3,444.2,468.8,469.4,472,478,463.1,447.8,461.9,463
Q,Quarterly,HK,Hong Kong SAR,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hong Kong SAR - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:HK:G:A:N:770:A,72.1,71.8,71,70.8,70.5,66.6,66.6,66.5,63.5,63.1,67.7,66.9,66.2,72.1,77.2,85.6,83.8,82.2,83.1,79.7,81.2,78.6
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HK:H:A:M:770:A,67.6,68.6,69.5,70.8,71.3,71.8,71.4,72.7,73.9,76.6,79.8,81.7,83.4,86.3,89.1,91.7,91.7,92,92.5,93.1,93.9,94.6
Q,Quarterly,HK,Hong Kong SAR,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hong Kong SAR - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HK:N:A:M:770:A,249,262,265.3,272.5,277.7,272.8,260.9,262.4,261.4,264.5,266,267.5,283.6,285.8,302.5,292.1,296.4,303.8,287.5,275,286.8,289.8
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HK:P:A:M:770:A,316.6,330.7,334.9,343.3,349,344.6,332.4,335.1,335.3,341.1,345.8,349.2,367.1,372.1,391.6,383.8,388.1,395.8,380,368.1,380.6,384.4
Q,Quarterly,HU,Hungary,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hungary - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HU:C:A:M:770:A,169.6,166.8,164.6,161.3,159.3,160.6,157.4,154.3,154.1,154.3,154.8,152.7,155.3,162.4,167.6,175.1,178.8,171.5,175.5,173.5,171.5,169.7
Q,Quarterly,HU,Hungary,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hungary - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HU:G:A:M:770:A,81.5,80,78.8,77.5,76.5,75.1,73.7,72.2,72.2,71.3,72.4,70.1,69,74,76.9,82.9,82.1,77.7,79.2,74.2,71.5,68.1
Q,Quarterly,HU,Hungary,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hungary - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:HU:G:A:N:770:A,73,72.4,71,70.3,70.4,68.8,69.1,67.4,66.6,65.5,65.5,64,64.1,68.4,71.7,77.6,77.9,74.3,76.8,74.6,75,75.1
Q,Quarterly,HU,Hungary,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hungary - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HU:H:A:M:770:A,19.7,19.5,19.3,18.7,18.3,18.2,18,17.7,17.6,17.6,18.2,18.6,18.8,19.8,20.5,20.9,21.2,21.1,21.3,21,20.3,20.1
Q,Quarterly,HU,Hungary,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hungary - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HU:N:A:M:770:A,68.4,67.3,66.6,65.1,64.4,67.2,65.6,64.4,64.3,65.4,64.1,64,67.4,68.6,70.2,71.3,75.4,72.7,75,78.3,79.7,81.5
Q,Quarterly,HU,Hungary,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Hungary - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:HU:P:A:M:770:A,88.1,86.8,85.9,83.8,82.8,85.4,83.6,82.2,81.9,83,82.3,82.6,86.3,88.4,90.7,92.2,96.6,93.8,96.3,99.3,100.1,101.6
Q,Quarterly,ID,Indonesia,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Indonesia - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ID:C:A:M:770:A,70.6,70.6,70.5,71.3,71.2,71.9,73.3,72.7,72.9,72.5,73.1,73.1,77.1,77.5,82,83.4,86,84.7,83.4,82.4,81.5,81
Q,Quarterly,ID,Indonesia,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Indonesia - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:ID:G:A:N:770:A,28.7,28.5,29,29.4,29.8,29.5,30.3,29.6,30.2,29.7,30.1,30.1,32.4,33.9,37.1,39.2,41.5,41.2,40.9,40.6,40.3,39.3
Q,Quarterly,ID,Indonesia,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Indonesia - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ID:H:A:M:770:A,16.9,16.9,16.8,17,17,16.9,17,17,16.9,17,17,17,17,16.9,17.5,17.8,17.8,17.4,17.2,17.3,16.9,16.5
Q,Quarterly,ID,Indonesia,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Indonesia - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ID:N:A:M:770:A,24.9,25.2,24.6,24.9,24.4,25.5,25.9,26.1,25.7,25.9,25.9,26,27.6,26.8,27.4,26.4,26.7,26.2,25.2,24.6,24.4,25.2
Q,Quarterly,ID,Indonesia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Indonesia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ID:P:A:M:770:A,41.9,42.1,41.5,42,41.4,42.4,42.9,43.1,42.7,42.8,42.9,42.9,44.7,43.7,44.9,44.2,44.5,43.6,42.4,41.9,41.2,41.7
Q,Quarterly,IE,Ireland,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Ireland - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IE:C:A:M:770:A,383.6,368.7,358.4,341.3,331.5,332.2,328.4,332.3,333.3,326.2,320.7,297.4,309,312.2,292.7,281.2,275.4,263.5,257.5,254.5,245.3,237.6
Q,Quarterly,IE,Ireland,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Ireland - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IE:G:A:M:770:A,82.4,80.8,78.9,73.3,73.4,72.6,71.3,67.1,69.9,68.3,67.1,62,63.6,67.6,67,64.6,65.5,63.1,61.3,58.9,54.3,49.7
Q,Quarterly,IE,Ireland,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Ireland - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:IE:G:A:N:770:A,76.1,74.9,72.8,67.6,68.2,67.7,66.6,63,64.7,63,61.3,57.2,58.8,62.2,61.3,58.2,60.5,58.9,57.5,55.4,53.1,51.3
Q,Quarterly,IE,Ireland,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Ireland - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IE:H:A:M:770:A,51.6,49.9,48.5,46.7,44.8,43.3,42.2,41.8,40.9,39.6,38.6,37.6,36.3,36.1,35.2,35.3,35.1,33.5,32.4,30.6,29.9,28.3
Q,Quarterly,IE,Ireland,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Ireland - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IE:N:A:M:770:A,249.6,238,231,221.3,213.3,216.3,214.9,223.3,222.4,218.2,215,197.7,209.1,208.5,190.5,181.3,174.9,166.8,163.8,165.1,161.1,159.5
Q,Quarterly,IE,Ireland,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Ireland - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IE:P:A:M:770:A,301.2,287.9,279.5,268,258,259.6,257.1,265.2,263.4,257.8,253.6,235.3,245.4,244.6,225.6,216.6,209.9,200.3,196.2,195.6,191,187.8
Q,Quarterly,IL,Israel,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Israel - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IL:C:A:M:770:A,175.9,176.1,177.7,175.4,177,175.9,175.5,173.9,174.3,174.7,174.7,174.8,173.2,181,186.4,191.1,195.4,193.4,192.5,190.7,185.9,184.4
Q,Quarterly,IL,Israel,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Israel - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IL:G:A:M:770:A,66.7,66.6,66.8,65.9,66.2,65,65.3,64.3,64.9,65.2,66.7,66.2,65.9,72.9,76.2,78.6,80.9,79.7,78,75.4,70.9,68.1
Q,Quarterly,IL,Israel,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Israel - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:IL:G:A:N:770:A,60.6,60.6,60.3,59.1,59.5,59.2,59.6,59.5,59,59,59,58.4,59.2,64.4,68.1,70.3,73,72.1,70.2,67.2,65.4,64.6
Q,Quarterly,IL,Israel,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Israel - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IL:H:A:M:770:A,40.8,41,41.1,41,41,41.2,41.1,41.2,40.9,41,41,41,41.2,42,42.5,43,43.6,43.2,43.6,43.9,44.2,44.6
Q,Quarterly,IL,Israel,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Israel - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IL:N:A:M:770:A,68.4,68.6,69.8,68.5,69.8,69.7,69.1,68.4,68.6,68.4,67,67.6,66.1,66.2,67.7,69.6,70.9,70.5,71,71.4,70.9,71.7
Q,Quarterly,IL,Israel,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Israel - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IL:P:A:M:770:A,109.2,109.5,110.9,109.5,110.8,110.8,110.3,109.6,109.5,109.5,108,108.6,107.2,108.1,110.2,112.6,114.5,113.8,114.6,115.3,115,116.3
Q,Quarterly,IN,India,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,India - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IN:C:A:M:770:A,156.8,159.3,159.2,162.3,158,156.1,153.9,153.2,154.7,157,160.7,165.8,169.1,181,185.6,188.5,190.3,180.6,176,173.5,175.2,170.3
Q,Quarterly,IN,India,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,India - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:IN:G:A:N:770:A,68.8,69.3,69.5,69.5,69.6,69.5,69.4,69.4,70.5,71.6,72.9,74.3,75.3,83.1,86.9,88.9,89.6,86.9,85.5,84.8,84.2,82.4
Q,Quarterly,IN,India,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,India - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IN:H:A:M:770:A,31.8,32.9,32.7,34.5,33.5,33.9,34,34.9,34.5,34.7,35.5,37,37.9,39.6,39.9,40.3,40.7,37.9,36.6,35.9,36.8,35.5
Q,Quarterly,IN,India,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,India - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IN:N:A:M:770:A,56.2,57.2,57,58.3,54.9,52.7,50.5,48.9,49.7,50.7,52.3,54.5,55.8,58.3,58.8,59.3,60,55.8,53.9,52.8,54.2,52.3
Q,Quarterly,IN,India,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,India - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IN:P:A:M:770:A,88,90.1,89.7,92.8,88.4,86.6,84.5,83.8,84.1,85.5,87.8,91.5,93.7,98,98.7,99.6,100.7,93.8,90.5,88.7,91,87.8
Q,Quarterly,IT,Italy,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Italy - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IT:C:A:M:770:A,262.9,263.3,260.7,258.6,259.7,254.4,250.7,251.7,252.5,256.8,262.8,257.6,260.2,279.8,291,297.8,300,291.1,287.4,281.4,275.4,264.1
Q,Quarterly,IT,Italy,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Italy - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IT:G:A:M:770:A,148.2,149.5,148.6,146.5,148.6,143.2,140,141.3,143,147.1,153.1,148.3,149.3,163.1,171.4,175.9,178.1,173.1,171.3,164.9,161.2,151.3
Q,Quarterly,IT,Italy,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Italy - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:IT:G:A:N:770:A,136.6,137.5,136.8,134,135.4,135.7,135.7,134.4,136,137.1,136.3,134.1,137.2,148.7,153.7,155,159.1,155.9,154.5,150.4,152,150.1
Q,Quarterly,IT,Italy,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Italy - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IT:H:A:M:770:A,41.1,40.9,40.8,40.7,40.4,40.7,40.7,40.8,40.8,41,41,41.1,41.5,43.4,44.2,44.9,45.2,44,43.6,43.5,43,42.8
Q,Quarterly,IT,Italy,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Italy - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IT:N:A:M:770:A,73.6,72.9,71.3,71.4,70.7,70.5,70.1,69.6,68.7,68.7,68.8,68.2,69.5,73.3,75.5,76.9,76.7,74,72.6,73,71.2,70
Q,Quarterly,IT,Italy,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Italy - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:IT:P:A:M:770:A,114.7,113.8,112,112.1,111.1,111.2,110.7,110.4,109.5,109.7,109.7,109.3,111,116.7,119.7,121.8,121.9,118,116.2,116.5,114.2,112.8
Q,Quarterly,JP,Japan,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Japan - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:JP:C:A:M:770:A,367.7,367.6,366.8,367.4,366.3,366.9,366.5,372.1,376.1,378.8,379.1,381.4,383.6,408.5,418,422.9,422.7,419.9,419.1,422.3,424.8,425.6
Q,Quarterly,JP,Japan,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Japan - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:JP:G:A:M:770:A,211.4,211.9,211.1,211.2,210.7,210.8,209,212.5,215.8,217.8,216.7,216.9,217.6,230.4,236.4,238.7,237.5,235.8,234.8,235.3,238.2,238.1
Q,Quarterly,JP,Japan,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Japan - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:JP:G:A:N:770:A,199.2,200.1,199.3,199.3,198.6,198.8,198.8,200.5,201.9,202.7,201.2,203.3,204.8,218.5,224.5,227.3,227,225.3,224.5,225.3,231.2,233.6
Q,Quarterly,JP,Japan,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Japan - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:JP:H:A:M:770:A,60.1,60.2,60.1,60.3,60.4,60.5,60.8,61.4,61.6,61.9,62,62.5,63,65.1,66.6,67.7,68.6,68,68.2,68.8,68.8,69
Q,Quarterly,JP,Japan,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Japan - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:JP:N:A:M:770:A,96.2,95.5,95.6,96,95.1,95.7,96.8,98.1,98.7,99.2,100.5,102,103,113,115,116.5,116.7,116.1,116.1,118.2,117.7,118.5
Q,Quarterly,JP,Japan,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Japan - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:JP:P:A:M:770:A,156.3,155.7,155.7,156.3,155.6,156.1,157.5,159.5,160.4,161.1,162.5,164.5,166.1,178.1,181.6,184.2,185.3,184.1,184.3,187.1,186.6,187.4
Q,Quarterly,KR,Korea,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Korea - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:KR:C:A:M:770:A,219.6,220.8,219,217.8,219.3,221.2,223,224.1,228,231.8,234.9,235.6,242.7,250.8,255.6,257.4,261,262.5,264.8,265,267.9,267.5
Q,Quarterly,KR,Korea,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Korea - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:KR:G:A:M:770:A,38.5,38.3,36.8,35.9,36.3,37,36.9,36.7,39.3,40.4,40.9,39.3,42.8,45.2,45.6,44.6,45.8,45.9,45.8,45.5,47.2,45.4
Q,Quarterly,KR,Korea,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Korea - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:KR:H:A:M:770:A,87.3,88,88.5,89.4,89.8,90.3,91.1,91.8,91.7,92.4,93.5,95,95.5,98.1,100.4,103,104.4,105.1,106,105.8,105.4,105.6
Q,Quarterly,KR,Korea,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Korea - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:KR:N:A:M:770:A,93.8,94.5,93.7,92.5,93.2,93.9,95,95.6,97,99,100.5,101.3,104.5,107.5,109.6,109.8,110.8,111.5,113,113.7,115.2,116.5
Q,Quarterly,KR,Korea,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Korea - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:KR:P:A:M:770:A,181.1,182.5,182.2,181.9,182.9,184.2,186.2,187.4,188.7,191.4,194,196.2,200,205.6,210,212.8,215.1,216.6,218.9,219.5,220.7,222.1
Q,Quarterly,LU,Luxembourg,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Luxembourg - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:LU:C:A:M:770:A,398.5,393.9,392.9,387.2,392.6,392.6,392.2,395.1,414.1,414.2,412.9,431,430.3,474.8,443.7,427.1,431.4,427.5,432.4,433.9,427,422.4
Q,Quarterly,LU,Luxembourg,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Luxembourg - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:LU:G:A:M:770:A,24.2,23.5,23.7,23.2,22.6,22.5,22.2,22.1,22.1,21.9,21.7,23.5,23.6,25.1,27.2,25.8,28.9,27,26.2,25.1,22.2,24
Q,Quarterly,LU,Luxembourg,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Luxembourg - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:LU:G:A:N:770:A,22.5,22,22.2,21.8,21.2,21.2,21,20.9,20.9,20.5,20.3,22.4,22.4,23.9,25.9,24.5,27.9,26.1,25.5,24.6,22.6,25.4
Q,Quarterly,LU,Luxembourg,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Luxembourg - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:LU:H:A:M:770:A,62.6,63.4,63.2,63.4,63,63.4,64.2,66.6,67.4,67.8,68,68.1,67.8,69.4,69.2,69.5,69.4,68.5,67.9,67,66.9,66.3
Q,Quarterly,LU,Luxembourg,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Luxembourg - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:LU:N:A:M:770:A,311.6,307,306.1,300.6,307,306.7,305.8,306.5,324.6,324.5,323.2,339.4,338.9,380.3,347.3,331.8,333,331.9,338.2,341.8,337.9,332.1
Q,Quarterly,LU,Luxembourg,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Luxembourg - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:LU:P:A:M:770:A,374.3,370.4,369.2,364,370,370.1,370,373.1,392,392.3,391.2,407.5,406.8,449.7,416.5,401.3,402.5,400.4,406.1,408.8,404.8,398.4
Q,Quarterly,MX,Mexico,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Mexico - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:MX:C:A:M:770:A,77,75.5,76.5,77.7,76.8,78.1,76.8,77.1,77.3,77.5,78.3,77.3,83.7,87.9,88.3,85.7,86.9,82,82.3,81.7,81.9,81
